Constituency name,Region name,Country name,Constituency type,Member first name,Member surname,Member gender,Result,First party,Second party,Electorate,Valid votes,Invalid votes,Majority,Con,Lab,LD,RUK,Green,SNP,PC,DUP,SF,SDLP,UUP,APNI,All other candidates,Of which other winner
North Cornwall,South West,England,County,Ben,Maguire,Male,LD gain from Con,LD,Con,"76,741","51,245",47,"9,957","14,137","2,958","24,094","8,444","1,335",0,0,0,0,0,0,0,277,0
North Cotswolds,South West,England,County,Geoffrey,Clifton-Brown,Male,Con hold,Con,LD,"73,203","50,229",188,"3,357","17,426","8,593","14,069","6,502","3,191",0,0,0,0,0,0,0,448,0
North Devon,South West,England,County,Ian,Roome,Male,LD gain from Con,LD,Con,"79,079","51,417",132,"6,744","15,076","3,216","21,820","8,137","2,348",0,0,0,0,0,0,0,820,0
North Dorset,South West,England,County,Simon,Hoare,Male,Con hold,Con,LD,"72,690","49,683",153,"1,589","18,208","4,370","16,619","7,894","2,082",0,0,0,0,0,0,0,510,0
North Down,Northern Ireland,Northern Ireland,County,Alex,Easton,Male,Ind gain from APNI,Ind,APNI,"73,885","43,296",168,"7,305",0,0,0,0,"1,247",0,0,0,0,657,"6,754","13,608","21,030","20,913"
North Durham,North East,England,County,Luke,Akehurst,Male,Lab hold,Lab,RUK,"73,226","41,565",162,"5,873","6,492","16,562","4,208","10,689","2,366",0,0,0,0,0,0,0,"1,248",0
North East Cambridgeshire,East of England,England,County,Steve,Barclay,Male,Con hold,Con,RUK,"71,511","39,176",145,"7,189","16,246","8,008","2,716","9,057","2,001",0,0,0,0,0,0,0,"1,148",0
North East Derbyshire,East Midlands,England,County,Louise,Jones,Female,Lab gain from Con,Lab,Con,"73,234","45,866",120,"1,753","15,838","17,591","2,159","7,899","2,271",0,0,0,0,0,0,0,108,0
North East Fife,Scotland,Scotland,County,Wendy,Chamberlain,Female,LD gain from SNP,LD,SNP,"69,762","42,728",147,"13,479","1,666","4,026","23,384","2,094","1,653","9,905",0,0,0,0,0,0,0,0
North East Hampshire,South East,England,County,Alex,Brewer,Female,LD gain from Con,LD,Con,"76,923","55,560",143,634,"20,544","5,057","21,178","6,673","1,425",0,0,0,0,0,0,0,683,0
North East Hertfordshire,East of England,England,County,Chris,Hinchliff,Male,Lab gain from Con,Lab,Con,"77,697","52,520",173,"1,923","16,435","18,358","5,463","8,462","3,802",0,0,0,0,0,0,0,0,0
North East Somerset and Hanham,South West,England,County,Dan,Norris,Male,Lab gain from Con,Lab,Con,"73,889","51,125",142,"5,319","15,420","20,739","3,878","7,424","3,222",0,0,0,0,0,0,0,442,0
North Herefordshire,West Midlands,England,County,Ellie,Chowns,Female,Green gain from Con,Green,Con,"72,797","50,362",145,"5,894","15,842","3,205","1,436","8,048","21,736",0,0,0,0,0,0,0,95,0
North Norfolk,East of England,England,County,Steffan,Aquarone,Male,LD gain from Con,LD,Con,"71,438","47,043",138,"2,585","16,903","2,878","19,488","6,368","1,406",0,0,0,0,0,0,0,0,0
North Northumberland,North East,England,County,David,Smith,Male,Lab gain from Con,Lab,Con,"74,190","48,843",149,"5,067","12,788","17,855","5,169","7,688","1,743",0,0,0,0,0,0,0,"3,600",0
North Shropshire,West Midlands,England,County,Helen,Morgan,Female,LD gain from Con,LD,Con,"77,573","49,594",120,"15,311","10,903","3,423","26,214","7,687","1,234",0,0,0,0,0,0,0,133,0
North Somerset,South West,England,County,Sadik,Al-Hassan,Male,Lab gain from Con,Lab,Con,"74,426","53,766",177,639,"18,499","19,138","7,121","5,602","3,273",0,0,0,0,0,0,0,133,0
North Warwickshire and Bedworth,West Midlands,England,County,Rachel,Taylor,Female,Lab gain from Con,Lab,Con,"69,752","40,940",141,"2,198","12,529","14,727","1,228","10,701","1,755",0,0,0,0,0,0,0,0,0
North West Cambridgeshire,East of England,England,County,Sam,Carling,Male,Lab gain from Con,Lab,Con,"75,915","44,424",184,39,"14,746","14,785","3,192","8,741","2,960",0,0,0,0,0,0,0,0,0
North West Essex,East of England,England,County,Kemi,Badenoch,Female,Con hold,Con,Lab,"79,698","54,386",215,"2,610","19,360","16,750","6,055","7,668","2,846",0,0,0,0,0,0,0,"1,707",0
North West Hampshire,South East,England,County,Kit,Malthouse,Male,Con hold,Con,Lab,"78,629","50,823",171,"3,288","17,770","14,482","7,626","7,734","2,745",0,0,0,0,0,0,0,466,0
North West Leicestershire,East Midlands,England,County,Amanda,Hack,Female,Lab gain from Con,Lab,Con,"77,750","48,572",137,"1,012","15,859","16,871","1,629","9,678","2,831",0,0,0,0,0,0,0,"1,704",0
North West Norfolk,East of England,England,County,James,Wild,Male,Con hold,Con,Lab,"74,415","44,566",187,"4,954","16,097","11,143","6,492","8,697","2,137",0,0,0,0,0,0,0,0,0
Northampton North,East Midlands,England,Borough,Lucy,Rigby,Female,Lab gain from Con,Lab,Con,"75,575","41,813",138,"9,014","9,195","18,209","2,251","7,010","2,558",0,0,0,0,0,0,0,"2,590",0
Northampton South,East Midlands,England,Borough,Mike,Reader,Male,Lab gain from Con,Lab,Con,"70,393","43,904",159,"4,071","12,819","16,890","3,193","8,210","2,398",0,0,0,0,0,0,0,394,0
Norwich North,East of England,England,Borough,Alice,Macdonald,Female,Lab gain from Con,Lab,Con,"73,717","45,765",185,"10,850","9,944","20,794","2,073","8,229","4,372",0,0,0,0,0,0,0,353,0
Norwich South,East of England,England,Borough,Clive,Lewis,Male,Lab hold,Lab,Green,"76,296","45,095",179,"13,239","5,806","21,484","3,577","5,227","8,245",0,0,0,0,0,0,0,756,0
Nottingham East,East Midlands,England,Borough,Nadia,Whittome,Female,Lab hold,Lab,Green,"69,395","36,401",226,"15,162","3,925","19,494","1,741","3,578","4,332",0,0,0,0,0,0,0,"3,331",0
Nottingham North and Kimberley,East Midlands,England,Borough,Alex,Norris,Male,Lab hold,Lab,RUK,"73,768","35,007",200,"9,427","6,787","16,480","1,336","7,053","3,351",0,0,0,0,0,0,0,0,0
Nottingham South,East Midlands,England,Borough,Lilian,Greenwood,Female,Lab hold,Lab,Con,"64,255","32,879",164,"10,294","5,285","15,579","2,059","4,936","2,923",0,0,0,0,0,0,0,"2,097",0
Nuneaton,West Midlands,England,County,Jodie,Gosling,Female,Lab gain from Con,Lab,Con,"71,843","41,213",105,"3,479","11,737","15,216","1,340","9,059","2,894",0,0,0,0,0,0,0,967,0
Old Bexley and Sidcup,London,England,Borough,Louie,French,Male,Con hold,Con,Lab,"73,198","47,633",126,"3,548","17,910","14,362","1,927","10,384","2,601",0,0,0,0,0,0,0,449,0
Oldham East and Saddleworth,North West,England,County,Debbie,Abrahams,Female,Lab hold,Lab,RUK,"73,460","40,065",157,"6,357","6,838","14,091","3,386","7,734","1,490",0,0,0,0,0,0,0,"6,526",0
Oldham West  Chadderton and Royton,North West,England,Borough,Jim,McMahon,Male,Lab hold,Lab,Ind,"76,031","38,573",199,"4,976","4,066","13,232","1,271","6,848","1,857",0,0,0,0,0,0,0,"11,299",0
Orkney and Shetland,Scotland,Scotland,County,Alistair,Carmichael,Male,LD hold,LD,SNP,"34,236","20,688",106,"7,807",586,"1,493","11,392","1,586","2,046","3,585",0,0,0,0,0,0,0,0
Orpington,London,England,Borough,Gareth,Bacon,Male,Con hold,Con,Lab,"71,284","46,073",165,"5,118","17,504","12,386","4,728","8,896","2,319",0,0,0,0,0,0,0,240,0
Ossett and Denby Dale,Yorkshire and The Humber,England,County,Jade,Botterill,Female,Lab gain from Con,Lab,Con,"72,312","43,873",120,"4,542","12,690","17,232","1,785","9,224","2,132",0,0,0,0,0,0,0,810,0
Oxford East,South East,England,Borough,Anneliese,Dodds,Female,Lab hold,Lab,Green,"71,845","39,341",390,"14,465","4,739","19,541","3,437",0,"5,076",0,0,0,0,0,0,0,"6,548",0
Oxford West and Abingdon,South East,England,County,Layla,Moran,Female,LD hold,LD,Con,"69,851","45,998",196,"14,894","8,520","5,981","23,414","4,164","3,236",0,0,0,0,0,0,0,683,0
Paisley and Renfrewshire North,Scotland,Scotland,Burgh,Alison,Taylor,Female,Lab gain from SNP,Lab,SNP,"71,103","41,519",144,"6,333","2,659","19,561","1,374","3,228","1,469","13,228",0,0,0,0,0,0,0,0
Paisley and Renfrewshire South,Scotland,Scotland,County,Johanna,Baxter,Female,Lab gain from SNP,Lab,SNP,"71,574","41,283",133,"6,527","2,219","19,583","1,315","2,956","1,724","13,056",0,0,0,0,0,0,430,0
Peckham,London,England,Borough,Miatta,Fahnbulleh,Female,Lab hold,Lab,Green,"72,127","38,797",226,"15,228","2,276","22,813","2,724","1,790","7,585",0,0,0,0,0,0,0,"1,609",0
Pendle and Clitheroe,North West,England,County,Jonathan,Hinder,Male,Lab gain from Con,Lab,Con,"78,796","46,754",158,902,"15,227","16,129","2,039","8,171","1,421",0,0,0,0,0,0,0,"3,767",0
Penistone and Stocksbridge,Yorkshire and The Humber,England,County,Marie,Tidball,Female,Lab gain from Con,Lab,Con,"70,435","43,965",167,"8,739","10,430","19,169","2,866","9,456","2,044",0,0,0,0,0,0,0,0,0
Penrith and Solway,North West,England,County,Markus,Campbell-Savours,Male,Lab gain from Con,Lab,Con,"77,935","49,281",148,"5,257","14,729","19,986","4,742","7,624","1,730",0,0,0,0,0,0,0,470,0
Perth and Kinross-shire,Scotland,Scotland,County,Pete,Wishart,Male,SNP hold,SNP,Con,"77,261","50,077",142,"4,127","14,801","9,018","3,681","2,970",0,"18,928",0,0,0,0,0,0,679,0
Peterborough,East of England,England,County,Andrew,Pakes,Male,Lab gain from Con,Lab,Con,"73,378","41,872",143,118,"13,300","13,418","1,746","5,379","2,542",0,0,0,0,0,0,0,"5,487",0
Plymouth Moor View,South West,England,Borough,Fred,Thomas,Male,Lab gain from Con,Lab,Con,"74,724","42,856",118,"5,604","12,061","17,665","1,766","9,670","1,694",0,0,0,0,0,0,0,0,0
Plymouth Sutton and Devonport,South West,England,Borough,Luke,Pollard,Male,Lab hold,Lab,RUK,"75,313","42,095",193,"13,328","6,873","20,795","2,441","7,467","3,186",0,0,0,0,0,0,0,"1,333",0
Pontefract  Castleford and Knottingley,Yorkshire and The Humber,England,County,Yvette,Cooper,Female,Lab hold,Lab,RUK,"74,618","35,957",123,"6,630","5,406","17,089","1,213","10,459","1,651",0,0,0,0,0,0,0,139,0
Pontypridd,Wales,Wales,County,Alex,Davies-Jones,Female,Lab hold,Lab,RUK,"75,951","39,378",116,"8,402","3,775","16,225","1,606","7,823","1,865",0,"5,275",0,0,0,0,0,"2,809",0
Poole,South West,England,Borough,Neil,Duncan-Jordan,Male,Lab gain from Con,Lab,Con,"72,509","44,495",148,18,"14,150","14,168","5,507","7,429","2,218",0,0,0,0,0,0,0,"1,023",0
Poplar and Limehouse,London,England,Borough,Apsana,Begum,Female,Lab hold,Lab,Green,"84,116","43,051",316,"12,560","4,738","18,535","4,189","3,403","5,975",0,0,0,0,0,0,0,"6,211",0
Portsmouth North,South East,England,Borough,Amanda,Martin,Female,Lab gain from Con,Lab,Con,"70,446","41,593",148,780,"13,715","14,495","3,031","8,501","1,851",0,0,0,0,0,0,0,0,0
Portsmouth South,South East,England,Borough,Stephen,Morgan,Male,Lab hold,Lab,RUK,"73,711","38,928",180,"13,155","5,643","18,857","4,886","5,702","3,107",0,0,0,0,0,0,0,733,0
Preston,North West,England,Borough,Mark,Hendrick,Male,Lab hold,Lab,Ind,"77,400","39,993",139,"5,291","5,212","14,006","3,195","5,738","1,751",0,0,0,0,0,0,0,"10,091",0
Putney,London,England,Borough,Fleur,Anderson,Female,Lab hold,Lab,Con,"72,686","49,295",218,"12,488","11,625","24,113","5,943","3,070","3,721",0,0,0,0,0,0,0,823,0
Queen's Park and Maida Vale,London,England,Borough,Georgia,Gould,Female,Lab hold,Lab,Green,"75,558","38,343",275,"14,913","5,088","20,126","3,417","2,106","5,213",0,0,0,0,0,0,0,"2,393",0
Rawmarsh and Conisbrough,Yorkshire and The Humber,England,County,John,Healey,Male,Lab hold,Lab,RUK,"69,133","33,904",109,"6,908","4,496","16,612","1,137","9,704","1,687",0,0,0,0,0,0,0,268,0
Rayleigh and Wickford,East of England,England,County,Mark,Francois,Male,Con hold,Con,RUK,"76,576","47,978",166,"5,621","17,756","11,823","4,068","12,135","2,196",0,0,0,0,0,0,0,0,0
Reading Central,South East,England,Borough,Matt,Rodda,Male,Lab hold,Lab,Con,"73,600","45,291",216,"12,637","8,961","21,598","3,963","3,904","6,417",0,0,0,0,0,0,0,448,0
Reading West and Mid Berkshire,South East,England,County,Olivia,Bailey,Female,Lab gain from Con,Lab,Con,"68,781","46,551",151,"1,361","14,912","16,273","5,103","6,260","3,169",0,0,0,0,0,0,0,834,0
Redcar,North East,England,Borough,Anna,Turley,Female,Lab gain from Con,Lab,Con,"70,241","38,209",103,"3,323","12,340","15,663","1,542","7,216","1,279",0,0,0,0,0,0,0,169,0
Redditch,West Midlands,England,County,Chris,Bloore,Male,Lab gain from Con,Lab,Con,"71,042","42,375",126,789,"14,021","14,810","2,165","8,516","2,098",0,0,0,0,0,0,0,765,0
Reigate,South East,England,County,Rebecca,Paul,Female,Con hold,Con,Lab,"77,102","53,161",198,"3,187","18,822","15,635","6,773","7,240","4,691",0,0,0,0,0,0,0,0,0
Rhondda and Ogmore,Wales,Wales,County,Chris,Bryant,Male,Lab hold,Lab,RUK,"74,493","35,806",136,"7,790","2,050","17,118",935,"9,328","1,177",0,"5,198",0,0,0,0,0,0,0
Ribble Valley,North West,England,County,Maya,Ellis,Female,Lab gain from Con,Lab,Con,"80,484","52,023",181,856,"17,321","18,177","5,001","8,524","1,727",0,0,0,0,0,0,0,"1,273",0
Richmond and Northallerton,Yorkshire and The Humber,England,County,Rishi,Sunak,Male,Con hold,Con,Lab,"73,886","48,526",99,"12,185","23,059","10,874","4,322","7,142","2,058",0,0,0,0,0,0,0,"1,071",0
Richmond Park,London,England,Borough,Sarah,Olney,Female,LD hold,LD,Con,"74,988","52,205",218,"17,155","11,373","5,048","28,528","3,258","3,416",0,0,0,0,0,0,0,582,0
Rochdale,North West,England,County,Paul,Waugh,Male,Lab hold,Lab,WPB,"72,507","39,688",95,"1,440","4,273","13,027","2,816","6,773","1,212",0,0,0,0,0,0,0,"11,587",0
Rochester and Strood,South East,England,County,Lauren,Edwards,Female,Lab gain from Con,Lab,Con,"74,257","42,598",135,"2,930","12,473","15,403","1,894","9,966","2,427",0,0,0,0,0,0,0,435,0
Romford,London,England,Borough,Andrew,Rosindell,Male,Con hold,Con,Lab,"72,928","44,047",132,"1,463","15,339","13,876","1,895","9,624","2,220",0,0,0,0,0,0,0,"1,093",0
Romsey and Southampton North,South East,England,County,Caroline,Nokes,Female,Con hold,Con,LD,"71,871","50,027",151,"2,191","19,893","4,640","17,702","5,716","1,893",0,0,0,0,0,0,0,183,0
Rossendale and Darwen,North West,England,County,Andy,MacNae,Male,Lab gain from Con,Lab,Con,"74,440","44,618",138,"5,628","12,619","18,247","1,241","9,695","2,325",0,0,0,0,0,0,0,491,0
Rother Valley,Yorkshire and The Humber,England,County,Jake,Richards,Male,Lab gain from Con,Lab,Con,"69,459","41,608",104,998,"15,025","16,023","1,175","7,679","1,706",0,0,0,0,0,0,0,0,0
Rotherham,Yorkshire and The Humber,England,Borough,Sarah,Champion,Female,Lab hold,Lab,RUK,"75,929","36,932",364,"5,490",0,"16,671","2,824","11,181","2,632",0,0,0,0,0,0,0,"3,624",0
Rugby,West Midlands,England,County,John,Slinger,Male,Lab gain from Con,Lab,Con,"74,901","49,004",196,"4,428","15,105","19,533","3,252","8,225","2,556",0,0,0,0,0,0,0,333,0
Ruislip  Northwood and Pinner,London,England,Borough,David,Simmonds,Male,Con hold,Con,Lab,"71,683","47,091",160,"7,581","21,366","13,785","4,343","4,671","2,926",0,0,0,0,0,0,0,0,0
Runcorn and Helsby,North West,England,County,Mike,Amesbury,Male,Lab hold,Lab,RUK,"70,801","42,235",171,"14,696","6,756","22,358","2,149","7,662","2,715",0,0,0,0,0,0,0,595,0
Runnymede and Weybridge,South East,England,County,Ben,Spencer,Male,Con hold,Con,LD,"73,610","48,253",156,"7,627","18,442","9,963","10,815","6,419","1,954",0,0,0,0,0,0,0,660,0
Rushcliffe,East Midlands,England,County,James,Naish,Male,Lab gain from Con,Lab,Con,"79,160","57,744",212,"7,426","17,865","25,291","3,133","6,353","4,367",0,0,0,0,0,0,0,735,0
Rutherglen,Scotland,Scotland,Burgh,Michael,Shanks,Male,Lab gain from SNP,Lab,SNP,"72,674","42,484",129,"8,767","2,420","21,460","1,714","2,685",0,"12,693",0,0,0,0,0,0,"1,512",0
Rutland and Stamford,East Midlands,England,County,Alicia,Kearns,Female,Con hold,Con,Lab,"71,763","48,577",170,"10,394","21,248","10,854","6,252","7,008","2,806",0,0,0,0,0,0,0,409,0
Salford,North West,England,Borough,Rebecca,Long-Bailey,Female,Lab hold,Lab,RUK,"83,633","39,704",185,"15,101","3,583","21,132","2,752","6,031","5,188",0,0,0,0,0,0,0,"1,018",0
Salisbury,South West,England,County,John,Glen,Male,Con hold,Con,Lab,"71,802","50,173",174,"3,807","17,110","13,303","11,825","5,235","2,115",0,0,0,0,0,0,0,585,0
Scarborough and Whitby,Yorkshire and The Humber,England,County,Alison,Hume,Female,Lab gain from Con,Lab,Con,"74,544","44,221",120,"5,408","12,350","17,758","1,899","9,657","1,719",0,0,0,0,0,0,0,838,0
Scunthorpe,Yorkshire and The Humber,England,County,Nicholas,Dakin,Male,Lab gain from Con,Lab,Con,"73,855","39,051",103,"3,542","11,942","15,484",942,"8,163","1,218",0,0,0,0,0,0,0,"1,302",0
Sefton Central,North West,England,County,Bill,Esterson,Male,Lab hold,Lab,Con,"74,284","47,449",225,"18,282","8,490","26,772","2,630","5,767","3,294",0,0,0,0,0,0,0,496,0
Selby,Yorkshire and The Humber,England,County,Keir,Mather,Male,Lab gain from Con,Lab,Con,"78,043","49,222",161,"10,195","12,593","22,788","1,792","9,565","2,484",0,0,0,0,0,0,0,0,0
Sevenoaks,South East,England,County,Laura,Trott,Female,Con hold,Con,LD,"73,708","49,899",151,"5,440","18,328","6,802","12,888","9,341","2,033",0,0,0,0,0,0,0,507,0
Sheffield Brightside and Hillsborough,Yorkshire and The Humber,England,Borough,Gill,Furniss,Female,Lab hold,Lab,Green,"70,389","31,612",529,"11,600","4,069","16,301","1,694",0,"4,701",0,0,0,0,0,0,0,"4,847",0
Sheffield Central,Yorkshire and The Humber,England,Borough,Abtisam,Mohamed,Female,Lab hold,Lab,Green,"60,594","31,803",287,"8,286","2,339","16,569","2,174",0,"8,283",0,0,0,0,0,0,0,"2,438",0
Sheffield Hallam,Yorkshire and The Humber,England,County,Olivia,Blake,Female,Lab hold,Lab,LD,"72,900","51,601",504,"8,189","6,205","23,875","15,686",0,"4,491",0,0,0,0,0,0,0,"1,344",0
Sheffield Heeley,Yorkshire and The Humber,England,Borough,Louise,Haigh,Female,Lab hold,Lab,Green,"73,452","38,446",638,"15,304","5,242","21,230","3,863",0,"5,926",0,0,0,0,0,0,0,"2,185",0
Sheffield South East,Yorkshire and The Humber,England,Borough,Clive,Betts,Male,Lab hold,Lab,Con,"74,156","35,771",796,"12,458","6,252","18,710","3,421",0,"3,158",0,0,0,0,0,0,0,"4,230",0
Sherwood Forest,East Midlands,England,County,Michelle,Welsh,Female,Lab gain from Con,Lab,Con,"78,896","48,660",161,"5,443","13,398","18,841","1,838","11,320","2,216",0,0,0,0,0,0,0,"1,047",0
Shipley,Yorkshire and The Humber,England,County,Anna,Dixon,Female,Lab gain from Con,Lab,Con,"74,130","48,303",147,"8,603","13,135","21,738","1,341","7,238","3,605",0,0,0,0,0,0,0,"1,246",0
Shrewsbury,West Midlands,England,County,Julia,Buckley,Female,Lab gain from Con,Lab,Con,"76,599","51,560",195,"11,355","11,577","22,932","6,722","7,524","2,387",0,0,0,0,0,0,0,418,0
Sittingbourne and Sheppey,South East,England,County,Kevin,McKenna,Male,Lab gain from Con,Lab,Con,"79,067","40,998",90,355,"11,564","11,919","1,321","10,512","1,692",0,0,0,0,0,0,0,"3,990",0
Skipton and Ripon,Yorkshire and The Humber,England,County,Julian,Smith,Male,Con hold,Con,Lab,"79,238","53,450",164,"1,650","18,833","17,183","4,194","8,516","3,446",0,0,0,0,0,0,0,"1,278",0
Sleaford and North Hykeham,East Midlands,England,County,Caroline,Johnson,Female,Con hold,Con,Lab,"75,651","48,565",196,"4,346","17,348","13,002","2,264","10,484","2,435",0,0,0,0,0,0,0,"3,032",0
Slough,South East,England,Borough,Tan,Dhesi,Male,Lab hold,Lab,INet,"81,295","43,278",167,"3,647","7,457","14,666","2,060","3,352","1,873",0,0,0,0,0,0,0,"13,870",0
Smethwick,West Midlands,England,Borough,Gurinder,Josan,Male,Lab hold,Lab,RUK,"72,863","35,115",211,"11,188","4,546","16,858","1,018","5,670","2,741",0,0,0,0,0,0,0,"4,282",0
Solihull West and Shirley,West Midlands,England,Borough,Neil,Shastri-Hurst,Male,Con hold,Con,Lab,"71,816","46,877",151,"4,620","16,284","11,664","7,916","7,149","3,270",0,0,0,0,0,0,0,594,0
South Antrim,Northern Ireland,Northern Ireland,County,Robin,Swann,Male,UUP gain from DUP,UUP,DUP,"77,058","42,908",181,"7,512",0,0,0,0,541,0,0,"8,799","8,034","1,589","16,311","4,574","3,060",0
South Basildon and East Thurrock,East of England,England,County,James,McMurdock,Male,RUK gain from Con,RUK,Lab,"72,673","39,549",123,98,"10,159","12,080","1,071","12,178","1,718",0,0,0,0,0,0,0,"2,343",0
South Cambridgeshire,East of England,England,County,Pippa,Heylings,Female,LD gain from Con,LD,Con,"77,327","54,885",228,"10,641","15,063","6,106","25,704","4,897","2,656",0,0,0,0,0,0,0,459,0
South Cotswolds,South West,England,County,Roz,Savage,Female,LD gain from Con,LD,Con,"71,971","52,287",163,"4,973","17,988","3,942","22,961","5,146","1,564",0,0,0,0,0,0,0,686,0
South Derbyshire,East Midlands,England,County,Samantha,Niblett,Female,Lab gain from Con,Lab,Con,"73,714","45,737",153,"4,168","13,566","17,734","2,134","8,979","1,941",0,0,0,0,0,0,0,"1,383",0
South Devon,South West,England,County,Caroline,Voaden,Female,LD gain from Con,LD,Con,"72,261","49,004",142,"7,127","15,413","3,066","22,540","6,363","1,497",0,0,0,0,0,0,0,125,0
South Dorset,South West,England,County,Lloyd,Hatton,Male,Lab gain from Con,Lab,Con,"75,924","49,037",171,"1,048","14,611","15,659","8,017","8,168","2,153",0,0,0,0,0,0,0,429,0
South Down,Northern Ireland,Northern Ireland,County,Chris,Hazzard,Male,SF hold,SF,SDLP,"76,248","45,243",228,"9,280",46,0,0,0,444,0,0,"7,349","19,698","10,418","1,411","3,187","2,690",0
South East Cornwall,South West,England,County,Anna,Gelderd,Female,Lab gain from Con,Lab,Con,"72,654","49,286",136,"1,911","13,759","15,670","8,284","9,311","1,999",0,0,0,0,0,0,0,263,0
South Holland and The Deepings,East Midlands,England,County,John,Hayes,Male,Con hold,Con,RUK,"78,473","45,930",133,"6,856","17,462","9,086","1,945","10,606","1,800",0,0,0,0,0,0,0,"5,031",0
South Leicestershire,East Midlands,England,County,Alberto,Costa,Male,Con hold,Con,Lab,"78,511","51,359",183,"5,506","18,264","12,758","7,621","10,235","2,481",0,0,0,0,0,0,0,0,0
South Norfolk,East of England,England,County,Ben,Goldsborough,Male,Lab gain from Con,Lab,Con,"74,006","49,579",164,"2,826","14,527","17,353","5,746","7,583","3,987",0,0,0,0,0,0,0,383,0
South Northamptonshire,East Midlands,England,County,Sarah,Bool,Female,Con hold,Con,Lab,"78,233","53,697",187,"3,687","19,191","15,504","4,989","8,962","3,040",0,0,0,0,0,0,0,"2,011",0
South Ribble,North West,England,County,Paul,Foster,Male,Lab gain from Con,Lab,Con,"73,420","46,720",170,"6,501","13,339","19,840","2,972","8,995","1,574",0,0,0,0,0,0,0,0,0
South Shields,North East,England,Borough,Emma,Lewell-Buck,Female,Lab hold,Lab,RUK,"68,366","36,824",88,"6,653","4,128","15,122","1,402","8,469","5,433",0,0,0,0,0,0,0,"2,270",0
South Shropshire,West Midlands,England,County,Stuart,Anderson,Male,Con hold,Con,LD,"76,677","51,653",209,"1,624","17,628","6,939","16,004","9,171","1,911",0,0,0,0,0,0,0,0,0
South Suffolk,East of England,England,County,James,Cartlidge,Male,Con hold,Con,Lab,"74,619","48,801",183,"3,047","16,082","13,035","6,424","9,252","4,008",0,0,0,0,0,0,0,0,0
South West Devon,South West,England,County,Rebecca,Smith,Female,Con hold,Con,Lab,"77,600","52,242",119,"2,112","17,916","15,804","5,551","9,361","2,925",0,0,0,0,0,0,0,685,0
South West Hertfordshire,East of England,England,County,Gagan,Mohindra,Male,Con hold,Con,LD,"71,737","48,254",145,"4,456","16,458","9,637","12,002","6,790","2,532",0,0,0,0,0,0,0,835,0
South West Norfolk,East of England,England,County,Terry,Jermy,Male,Lab gain from Con,Lab,Con,"74,724","44,335",139,630,"11,217","11,847","2,618","9,958","1,838",0,0,0,0,0,0,0,"6,857",0
South West Wiltshire,South West,England,County,Andrew,Murrison,Male,Con hold,Con,Lab,"73,071","46,168",167,"3,243","15,617","12,374","7,205","7,840","2,243",0,0,0,0,0,0,0,889,0
Southampton Itchen,South East,England,Borough,Darren,Paffey,Male,Lab gain from Con,Lab,Con,"68,379","38,053",124,"6,105","9,677","15,782","2,684","6,853","2,793",0,0,0,0,0,0,0,264,0
Southampton Test,South East,England,Borough,Satvir,Kaur,Female,Lab hold,Lab,Con,"65,520","35,805",160,"9,333","6,612","15,945","3,252","5,261","3,594",0,0,0,0,0,0,0,"1,141",0
Southend East and Rochford,East of England,England,County,Bayo,Alaba,Male,Lab gain from Con,Lab,Con,"70,217","39,656",145,"4,027","11,368","15,395","2,269","7,214","2,716",0,0,0,0,0,0,0,694,0
Southend West and Leigh,East of England,England,Borough,David,Burton-Sampson,Male,Lab gain from Con,Lab,Con,"75,154","46,968",163,"1,949","14,790","16,739","3,174","8,273","3,262",0,0,0,0,0,0,0,730,0
Southgate and Wood Green,London,England,Borough,Bambos,Charalambous,Male,Lab hold,Lab,Con,"77,542","45,671",256,"15,300","8,037","23,337","3,925","3,147","5,607",0,0,0,0,0,0,0,"1,618",0
Southport,North West,England,County,Patrick,Hurley,Male,Lab gain from Con,Lab,Con,"73,641","45,059",127,"5,789","11,463","17,252","5,868","7,395","2,159",0,0,0,0,0,0,0,922,0
Spelthorne,South East,England,Borough,Lincoln,Jopp,Male,Con hold,Con,Lab,"73,782","46,166",144,"1,590","14,038","12,448","8,710","8,284","2,413",0,0,0,0,0,0,0,273,0
Spen Valley,Yorkshire and The Humber,England,Borough,Kim,Leadbeater,Female,Lab gain from Con,Lab,RUK,"72,642","41,058",137,"6,188","9,859","16,076","1,425","9,888","2,284",0,0,0,0,0,0,0,"1,526",0
St Albans,East of England,England,County,Daisy,Cooper,Female,LD hold,LD,Con,"72,739","51,614",203,"19,834","9,388","5,189","29,222","4,336","3,272",0,0,0,0,0,0,0,207,0
St Austell and Newquay,South West,England,County,Noah,Law,Male,Lab gain from Con,Lab,Con,"76,076","46,732",130,"2,470","13,488","15,958","4,805","9,212","2,337",0,0,0,0,0,0,0,932,0
St Helens North,North West,England,County,David,Baines,Male,Lab hold,Lab,RUK,"75,483","40,474",155,"12,169","4,507","21,284","1,799","9,115","3,495",0,0,0,0,0,0,0,274,0
St Helens South and Whiston,North West,England,Borough,Marie,Rimmer,Female,Lab hold,Lab,RUK,"71,569","38,035",85,"11,945","3,057","18,919","2,199","6,974","2,642",0,0,0,0,0,0,0,"4,244",0
St Ives,South West,England,County,Andrew,George,Male,LD gain from Con,LD,Con,"69,978","48,106",150,"13,786","11,247","2,788","25,033","6,492","1,797",0,0,0,0,0,0,0,749,0
